Page ID,Page name,Disclaimer,Amount spent (USD),Number of ads in Library
122258358636926,Sound of Freedom Movie,"Sound of Freedom, LLC",160867,43
111994897803195,What's Good,Rare with Facebook Ad Credits,30356,21
107483817554072,WorkMoney,WorkMoney,27485,121
106244251043808,America's Plastic Makers,"AMERICAN CHEMISTRY COUNCIL, INC.",21548,58
7860876103,Joe Biden,BIDEN VICTORY FUND,20057,187
109263975827773,Garnier USA,Garnier USA,19760,48
100364185463048,Angel Studios,"Angel Studios, Inc.",18863,4
103552914774916,Science Moms,"Potential Energy Coalition, Inc. with Facebook ad credits",18804,18
104623832132932,Perry Johnson,PERRY JOHNSON FOR PRESIDENT INC.,18570,59
102915374460262,Shell USA,Shell,18515,36
105011252173673,Assisting Americans,Assisting Americans,16581,139
113891694102,Energy Citizens,AMERICAN PETROLEUM INSTITUTE,14607,195
11465191261,JPMorgan Chase & Co.,"JPMORGAN CHASE BANK, NA",13744,18
385473284886474,Hillsdale College,Hillsdale College,12985,122
342294162453301,Planned Parenthood,Planned Parenthood Federation of America,12484,617
12301006942,Democratic Party,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,11643,6
76470053424,TIAA,TEACHERS INSURANCE AND ANNUITY ASSOCIATION OF AMERICA,10115,16
123450447708791,Energy Upgrade California,California Public Utilities Commission,9121,54
6514736316,Walden University,Walden University,8806,8
431891506856669,Dove,Unilever,8725,12
201248453800242,My Pay My Say,Mackinac Center for Public Policy,7810,28
57259033959,AARP,AARP,7781,140
15771560300,Earthjustice,EARTHJUSTICE,7460,138
18982436812,ACLU,American Civil Liberties Union,7168,90
2278338985596482,House Majority Forward,House Majority Forward,7135,94
592707041080920,Stand Together,Stand Together Chamber of Commerce Inc.,7127,81
11791104453,NRDC,Natural Resources Defense Council,7123,255
107598002702525,Community Voices Heard Power,COMMUNITY VOICES HEARD,6818,4
24330467048,Americans for Prosperity,AMERICANS FOR PROSPERITY,6727,415
8492293163,Environmental Defense Fund,Environmental Defense Fund,6641,145
92925746942,Judicial Watch,Judicial Watch,6417,115
118152441212175,Digital Innovation for America,Digital Innovation for America,6179,371
1589261434655726,Advocate Alliance Group,Advocate Alliance Group LLC,6143,1
897994503631860,HealthInsurance.net,ASSURANCE IQ INC,5810,33
18709174006,National Audubon Society,"NATIONAL AUDUBON SOCIETY, INC.",5731,182
314499212242,Pfizer,Pfizer Inc.,5500,150
